sample,st,serotype,critical_amr_genes,critical_virulence_genes
GCA_040418205.1,ST167,O101:H5,"['blaCTX-M', 'blaNDM-5', 'blaTEM-1', 'rmtB1']","['rhs/PAAR', 'ibeB', 'eaeH', 'espR1', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat']"
GCA_964206375.1,ST131,O16:H5,"['blaCTX-M-15', 'blaTEM-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_964205715.1,ST131,O25:H4,"['blaTEM-1', 'blaTEMp_C32T']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_964206105.1,ST167,O101:H17,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1']","['rhs/PAAR', 'sitC', 'ybtE', 'east1', 'ibeB', 'aaiW', 'ybtA', 'espX4', 'ybtQ', 'iucC', 'iucD', 'iucA', 'astA', 'sitD', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'irp1', 'ibeC', 'espL1', 'ybtS', 'iutA', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'iucB', 'espX1']"
GCA_037047805.1,ST167,O101:H10,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1', 'blaTEM-1', 'qnrS1']","['rhs/PAAR', 'ibeB', 'aaiW', 'espX4', 'eaeH', 'espR1', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_037049325.1,ST167,O101:H21,"['blaCTX-M-15', 'blaTEM-1']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'espX1']"
GCA_040415565.1,ST167,O101:H5,"['blaCTX-M-15', 'blaNDM', 'blaTEM-1', 'rmtB1']","['rhs/PAAR', 'ibeB', 'eaeH', 'espR1', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040419205.1,ST167,O101:H5,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaNDM-5', 'blaOXA-1', 'blaTEM-1', 'rmtB1']","['rhs/PAAR', 'ibeB', 'espX4', 'eaeH', 'espR1', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_037049145.1,ST131,O25:H4,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'eaeH', 'chuU', 'ybtU', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040418485.1,ST167,O101:H5,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaNDM-5', 'blaOXA-1', 'blaTEM-1', 'rmtB1']","['rhs/PAAR', 'ibeB', 'espX4', 'eaeH', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040418325.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-1']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040416295.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-33', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040417095.1,ST167,O101:H5,"['blaCTX-M-15', 'blaTEM-1']","['rhs/PAAR', 'ibeB', 'eaeH', 'espR1', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat']"
GCA_040418265.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_966502205.1,ST131,O25:H4,['blaCTX-M-27'],"['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'iucB', 'kpsC']"
GCA_964007225.1,ST131,O16:H5,"['blaCTX-M-15', 'blaTEM-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'aaiT', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'iucB', 'kpsC']"
GCA_040417685.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-35', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_050113055.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-1', 'blaTEM-190', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040416695.1,ST167,O101:H5,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaNDM-5', 'blaOXA-1', 'blaTEM-1', 'rmtB1']","['rhs/PAAR', 'ibeB', 'eaeH', 'espR1', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_907163515.1,ST131,O25:H4,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'eaeH', 'chuU', 'ybtU', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_037047525.1,ST131,O25:H4,['blaCTX-M-15'],"['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'iucD', 'irp2', 'iucA', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040713795.1,ST10,Unknown,['blaTEM-1'],"['east1', 'ibeB', 'espX4', 'astA', 'espR1', 'espX5', 'aatA', 'iss2', 'espY1', 'ibeC', 'espL1', 'espR4', 'espL3', 'hlyE']"
GCA_040419025.1,ST167,O101:H17,"['blaCTX-M-55', 'blaNDM', 'rmtB']","['rhs/PAAR', 'ybtE', 'east1', 'ibeB', 'aaiW', 'ybtA', 'ybtQ', 'irp2', 'astA', 'ybtU', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040419005.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-35']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_964205425.1,ST131,O25:H4,"['blaTEM-1', 'blaTEMp_C32T']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_964006295.1,ST131,O25:H4,"[""aac(6')-Ib-cr5"", 'blaOXA-1', 'blaTEM-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'eaeH', 'chuU', 'ybtU', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040416495.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-84', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'hlye', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'trat', 'espX1']"
GCA_037048425.1,ST131,O25:H4,['blaTEM'],"['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_037049065.1,ST131,O25:H4,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1']","['chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'iucD', 'irp2', 'iucA', 'eaeH', 'chuU', 'ybtU', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_964006965.1,ST131,O25:H4,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'irp2', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'kpsC']"
GCA_040417585.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM', 'blaTEMp_C32T', 'qnrS1']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040507325.1,ST167,O101:H5,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaNDM-5', 'blaOXA-1', 'blaTEM-1', 'rmtB1']","['rhs/PAAR', 'ibeB', 'espX4', 'eaeH', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_966564195.1,ST10,O29:H4,['blaTEM-1'],"['rhs/PAAR', 'kpsD', 'east1', 'ibeB', 'aaiW', 'espX4', 'iucC', 'iucD', 'iucA', 'astA', 'espR1', 'espX5', 'kpsM', 'kpsS', 'iss2', 'espY1', 'ibeC', 'espL1', 'kpsE', 'iutA', 'kpsF', 'espL3', 'hlyE', 'kpsU', 'iucB', 'espX1', 'kpsC']"
GCA_040418915.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-35']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat']"
GCA_037047485.1,ST131,O16:H5,"['blaCTX-M-15', 'blaTEM-1']","['sitB', 'aatC', 'chuX', 'sitC', 'ybtE', 'kpsD', 'east1', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'aaiT', 'iucD', 'irp2', 'iucA', 'astA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'aatA', 'ybtP', 'aatP', 'chuY', 'kpsS', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'aatB', 'kpsC']"
GCA_964205655.1,ST131,O25:H4,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1', 'blaTEM-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'east1', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'astA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'iucB', 'kpsC']"
GCA_024331345.2,ST10,O92:H11,"['blaCTX-M-15', 'blaTEM-1']","['ybtE', 'ibeB', 'aaiW', 'ybtA', 'espX4', 'ybtQ', 'iucC', 'iucD', 'irp2', 'iucA', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'iutA', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'iucB', 'espX1']"
GCA_037047345.1,ST131,O25:H4,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'eaeH', 'chuU', 'ybtU', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040417645.1,ST167,O101:H5,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaNDM-5', 'blaOXA-1', 'blaTEM-1', 'rmtB1']","['rhs/PAAR', 'ibeB', 'espX4', 'eaeH', 'espR1', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040416395.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM', 'blaTEM', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'ybtT', 'espL3', 'hlyE', 'espX1']"
GCA_907163765.1,ST131,O25:H4,['blaCTX-M-27'],"['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_964205455.1,ST131,O16:H5,['blaCTX-M-15'],"['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'aaiT', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040416885.1,ST167,O101:H9,"['blaNDM-5', 'blaTEM', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE']"
GCA_040417965.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040507365.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM', 'blaTEM']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_907163665.1,ST167,O101:H21,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1', 'blaTEM-1', 'blaTEMp_G162T']","['rhs/PAAR', 'ibeB', 'espX4', 'eaeH', 'espR1', 'espX5', 'espY1', 'ibeC', 'espL1', 'espR4', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_030025055.1,ST131,O16:H5,"['blaCTX-M-14', 'blaTEM-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040416135.1,ST167,O101:H17,"['blaCTX-M-55', 'blaNDM-5', 'rmtB']","['rhs/PAAR', 'ybtE', 'east1', 'ibeB', 'aaiW', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'astA', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_964206505.1,ST131,O25:H4,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1']","['chuX', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'iucC', 'iucD', 'irp2', 'iucA', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_964205555.1,ST131,O25:H4,"['blaTEM-1', 'blaTEMp_C32T']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_964006755.1,ST131,O25:H4,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'eaeH', 'chuU', 'ybtU', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_907164365.1,ST131,O25:H4,['blaCTX-M-27'],"['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040417485.1,ST167,O101:H5,"['blaCTX-M', 'blaNDM-5', 'blaOXA', 'blaTEM-1']","['rhs/PAAR', 'ibeB', 'eaeH', 'espR1', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE']"
GCA_040417235.1,ST167,O101:H5,"['blaCTX-M', 'blaNDM-5', 'blaTEM', 'rmtB1']","['rhs/PAAR', 'ibeB', 'eaeH', 'espR1', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat']"
GCA_050112935.1,ST167,O101:H17,"['blaCTX-M-55', 'blaNDM-5', 'rmtB']","['rhs/PAAR', 'ybtE', 'east1', 'ibeB', 'aaiW', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'astA', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
